Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Total Previous Spending
1551,66,Male,Sunglasses,Accessories,26.0,Arkansas,S,Black,Summer,2.8,No,Debit Card,Free Shipping,Yes,Yes,40.0,Bank Transfer,Quarterly,1040.0
1552,64,Male,Handbag,Accessories,29.0,Minnesota,M,Olive,Summer,3.7,No,Debit Card,2-Day Shipping,Yes,Yes,13.0,Credit Card,Monthly,377.0
1553,54,Male,Blouse,Clothing,49.0,New Mexico,L,Purple,Spring,3.0,No,Debit Card,Express,Yes,Yes,20.0,Credit Card,Monthly,980.0
1554,27,Male,Blouse,Clothing,45.0,Delaware,M,Indigo,Spring,4.8,No,PayPal,Free Shipping,Yes,Yes,21.0,Debit Card,Quarterly,945.0
1555,64,Male,Shorts,Clothing,48.0,Utah,S,Lavender,Winter,2.7,No,Credit Card,Standard,Yes,Yes,18.0,Cash,Bi-Weekly,864.0
1556,43,Male,Shorts,Clothing,47.0,Ohio,S,Cyan,Winter,4.5,No,Bank Transfer,Free Shipping,Yes,Yes,44.0,Cash,Quarterly,2068.0
1557,43,Male,Hoodie,Clothing,57.0,Alabama,M,Gold,Fall,2.7,No,Venmo,Standard,Yes,Yes,26.0,Credit Card,Quarterly,1482.0
1558,27,Male,Backpack,Accessories,34.0,South Dakota,L,Magenta,Fall,3.5,No,PayPal,Next Day Air,Yes,Yes,34.0,PayPal,Quarterly,1156.0
1559,35,Male,Sunglasses,Accessories,75.0,New Mexico,XL,Teal,Fall,3.5,No,Credit Card,Express,Yes,Yes,24.0,Credit Card,Every 3 Months,1800.0
1560,43,Male,Scarf,Accessories,94.0,Oregon,L,Beige,Fall,4.5,No,Venmo,Store Pickup,Yes,Yes,23.0,PayPal,Fortnightly,2162.0
1561,57,Male,Hat,Accessories,84.0,Oregon,M,Teal,Winter,3.8,No,Venmo,Free Shipping,Yes,Yes,3.0,Debit Card,Weekly,252.0
1562,50,Male,Scarf,Accessories,38.0,Mississippi,M,Indigo,Summer,3.8,No,Credit Card,Standard,Yes,Yes,2.0,Bank Transfer,Quarterly,76.0
1563,37,Male,Scarf,Accessories,75.0,Alabama,M,Purple,Winter,3.2,No,Credit Card,Next Day Air,Yes,Yes,23.0,Venmo,Bi-Weekly,1725.0
1564,68,Male,Pants,Clothing,44.0,Kansas,M,Teal,Fall,4.3,No,Credit Card,Next Day Air,Yes,Yes,8.0,Cash,Weekly,352.0
1565,22,Male,Backpack,Accessories,33.0,California,XL,Turquoise,Summer,4.5,No,Cash,Next Day Air,Yes,Yes,30.0,Debit Card,Every 3 Months,990.0
1566,58,Male,Sunglasses,Accessories,93.0,Idaho,L,Peach,Fall,4.2,No,Venmo,Free Shipping,Yes,Yes,48.0,PayPal,Annually,4464.0
1567,48,Male,Sneakers,Footwear,99.0,Wyoming,S,Green,Winter,3.0,No,Credit Card,Free Shipping,Yes,Yes,21.0,Cash,Bi-Weekly,2079.0
1568,30,Male,Backpack,Accessories,33.0,Minnesota,M,Turquoise,Spring,4.1,No,Venmo,Standard,Yes,Yes,9.0,Cash,Monthly,297.0
1569,51,Male,Sneakers,Footwear,76.0,Washington,L,Yellow,Spring,4.6,No,Venmo,Store Pickup,Yes,Yes,8.0,Debit Card,Monthly,608.0
1570,20,Male,Skirt,Clothing,63.0,Hawaii,M,Orange,Summer,2.9,No,PayPal,Standard,Yes,Yes,29.0,Debit Card,Weekly,1827.0
1571,30,Male,Pants,Clothing,41.0,Missouri,L,Brown,Winter,4.8,No,Debit Card,Next Day Air,Yes,Yes,3.0,Bank Transfer,Every 3 Months,123.0
1572,28,Male,Jewelry,Accessories,88.0,Colorado,L,Silver,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,11.0,Bank Transfer,Fortnightly,968.0
1573,37,Male,Skirt,Clothing,92.0,Washington,L,White,Summer,3.4,No,Venmo,2-Day Shipping,Yes,Yes,16.0,Debit Card,Monthly,1472.0
1574,36,Male,T-shirt,Clothing,31.0,North Dakota,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25.0,Debit Card,Weekly,775.0
1575,18,Male,Skirt,Clothing,25.0,Minnesota,S,Magenta,Spring,4.2,No,Bank Transfer,Free Shipping,Yes,Yes,32.0,PayPal,Bi-Weekly,800.0
1576,52,Male,Shirt,Clothing,28.0,California,M,Turquoise,Spring,3.6,No,Cash,Next Day Air,Yes,Yes,28.0,Cash,Fortnightly,784.0
1577,56,Male,Dress,Clothing,75.0,Michigan,M,White,Spring,3.7,No,PayPal,2-Day Shipping,Yes,Yes,36.0,PayPal,Monthly,2700.0
1578,68,Male,Boots,Footwear,34.0,Delaware,S,Olive,Spring,4.0,No,Debit Card,Standard,Yes,Yes,7.0,Venmo,Fortnightly,238.0
1579,62,Male,Pants,Clothing,97.0,California,S,Maroon,Winter,4.9,No,Debit Card,2-Day Shipping,Yes,Yes,2.0,PayPal,Quarterly,194.0
1580,35,Male,Jacket,Outerwear,80.0,Oklahoma,M,Violet,Summer,3.1,No,Cash,Free Shipping,Yes,Yes,6.0,Bank Transfer,Monthly,480.0
1581,65,Male,Sneakers,Footwear,71.0,North Dakota,L,Cyan,Summer,3.7,No,Credit Card,Standard,Yes,Yes,30.0,Cash,Annually,2130.0
1582,69,Male,Jewelry,Accessories,77.0,Ohio,L,Teal,Fall,4.2,No,PayPal,Free Shipping,Yes,Yes,46.0,Cash,Quarterly,3542.0
1583,28,Male,Belt,Accessories,41.0,Hawaii,L,Red,Spring,2.5,No,Cash,Next Day Air,Yes,Yes,39.0,Cash,Monthly,1599.0
1584,37,Male,Scarf,Accessories,92.0,Maryland,XL,Yellow,Summer,4.3,No,Cash,Next Day Air,Yes,Yes,8.0,Venmo,Annually,736.0
1585,41,Male,Blouse,Clothing,95.0,Hawaii,S,Silver,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,46.0,Credit Card,Quarterly,4370.0
1586,37,Male,Sweater,Clothing,25.0,Alabama,M,Charcoal,Fall,3.0,No,Cash,Next Day Air,Yes,Yes,40.0,Debit Card,Fortnightly,1000.0
1587,25,Male,Boots,Footwear,77.0,Oklahoma,M,Purple,Fall,4.0,No,Debit Card,Express,Yes,Yes,21.0,Bank Transfer,Weekly,1617.0
1588,41,Male,Socks,Clothing,99.0,Alabama,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33.0,Credit Card,Fortnightly,3267.0
1589,48,Male,Belt,Accessories,24.0,Vermont,L,Cyan,Winter,3.2,No,Cash,Next Day Air,Yes,Yes,3.0,Venmo,Monthly,72.0
1590,42,Male,Sneakers,Footwear,72.0,Ohio,M,Silver,Summer,2.7,No,Venmo,Store Pickup,Yes,Yes,48.0,Cash,Weekly,3456.0
1591,54,Male,Jeans,Clothing,80.0,Wisconsin,S,Pink,Winter,3.0,No,Cash,Free Shipping,Yes,Yes,8.0,PayPal,Annually,640.0
1592,18,Male,Skirt,Clothing,100.0,South Dakota,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24.0,PayPal,Annually,2400.0
1593,56,Male,Shoes,Footwear,83.0,Iowa,M,Cyan,Summer,3.3,No,Credit Card,Free Shipping,Yes,Yes,10.0,Bank Transfer,Every 3 Months,830.0
1594,61,Male,Dress,Clothing,95.0,Maryland,M,Black,Spring,4.9,No,PayPal,2-Day Shipping,Yes,Yes,25.0,Bank Transfer,Monthly,2375.0
1595,40,Male,Handbag,Accessories,41.0,Colorado,XL,Charcoal,Summer,3.7,No,Bank Transfer,Store Pickup,Yes,Yes,3.0,Cash,Fortnightly,123.0
1596,34,Male,Backpack,Accessories,35.0,Wisconsin,S,Magenta,Spring,3.5,No,Cash,Standard,Yes,Yes,45.0,Debit Card,Fortnightly,1575.0
1597,42,Male,Jewelry,Accessories,30.0,Mississippi,S,Pink,Fall,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,15.0,Debit Card,Monthly,450.0
1598,43,Male,Hat,Accessories,21.0,Mississippi,XL,Maroon,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,34.0,Bank Transfer,Quarterly,714.0
1599,47,Male,Jewelry,Accessories,85.0,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21.0,Venmo,Bi-Weekly,1785.0
1600,48,Male,Shirt,Clothing,54.0,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22.0,Debit Card,Bi-Weekly,1188.0
1601,20,Male,Boots,Footwear,26.0,Montana,S,Yellow,Spring,4.7,No,PayPal,Next Day Air,Yes,Yes,24.0,PayPal,Weekly,624.0
1602,65,Male,Shirt,Clothing,59.0,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33.0,Credit Card,Monthly,1947.0
1603,54,Male,Sunglasses,Accessories,48.0,West Virginia,S,Charcoal,Winter,2.8,No,Credit Card,Free Shipping,Yes,Yes,13.0,Venmo,Fortnightly,624.0
1604,23,Male,Shorts,Clothing,98.0,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17.0,Debit Card,Bi-Weekly,1666.0
1605,18,Male,Sweater,Clothing,92.0,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25.0,Credit Card,Every 3 Months,2300.0
1606,70,Male,Belt,Accessories,46.0,Connecticut,M,Lavender,Winter,3.4,No,Bank Transfer,Next Day Air,Yes,Yes,15.0,Credit Card,Bi-Weekly,690.0
1607,55,Male,T-shirt,Clothing,21.0,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4.0,PayPal,Fortnightly,84.0
1608,49,Male,Shorts,Clothing,72.0,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43.0,Debit Card,Quarterly,3096.0
1609,26,Male,Sandals,Footwear,58.0,Nebraska,XL,Cyan,Fall,4.6,No,Cash,Next Day Air,Yes,Yes,12.0,Bank Transfer,Bi-Weekly,696.0
1610,33,Male,Shirt,Clothing,93.0,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3.0,Venmo,Monthly,279.0
1611,20,Male,Socks,Clothing,31.0,Tennessee,L,Purple,Spring,3.4,No,Credit Card,2-Day Shipping,Yes,Yes,1.0,PayPal,Annually,31.0
1612,41,Male,Pants,Clothing,26.0,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6.0,Debit Card,Monthly,156.0
1613,18,Male,Skirt,Clothing,68.0,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26.0,Venmo,Monthly,1768.0
1614,26,Male,Jewelry,Accessories,31.0,Illinois,S,Black,Summer,4.0,No,Credit Card,Next Day Air,Yes,Yes,6.0,Credit Card,Fortnightly,186.0
1615,30,Male,T-shirt,Clothing,41.0,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22.0,Cash,Bi-Weekly,902.0
1616,64,Male,Jewelry,Accessories,62.0,New York,M,Indigo,Fall,3.2,No,PayPal,Standard,Yes,Yes,45.0,Cash,Bi-Weekly,2790.0
1617,26,Male,Hat,Accessories,41.0,Colorado,M,Green,Spring,3.4,No,Bank Transfer,Standard,Yes,Yes,50.0,Cash,Quarterly,2050.0
1618,43,Male,Blouse,Clothing,64.0,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50.0,Credit Card,Fortnightly,3200.0
1619,63,Male,Sandals,Footwear,72.0,Michigan,L,Purple,Summer,5.0,No,Venmo,Standard,Yes,Yes,39.0,Debit Card,Quarterly,2808.0
1620,57,Male,Handbag,Accessories,78.0,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50.0,Venmo,Bi-Weekly,3900.0
1621,25,Male,Hat,Accessories,47.0,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27.0,PayPal,Every 3 Months,1269.0
1622,68,Male,Scarf,Accessories,46.0,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38.0,Debit Card,Fortnightly,1748.0
1623,31,Male,Shorts,Clothing,43.0,Missouri,S,Brown,Winter,4.0,No,PayPal,Store Pickup,Yes,Yes,37.0,Bank Transfer,Every 3 Months,1591.0
1624,64,Male,Backpack,Accessories,58.0,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50.0,Debit Card,Annually,2900.0
1625,38,Male,Sweater,Clothing,32.0,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40.0,PayPal,Every 3 Months,1280.0
1626,34,Male,Skirt,Clothing,45.0,Minnesota,L,Beige,Winter,3.0,No,PayPal,Next Day Air,Yes,Yes,3.0,PayPal,Bi-Weekly,135.0
1627,32,Male,Sneakers,Footwear,35.0,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45.0,Credit Card,Bi-Weekly,1575.0
1628,69,Male,Sunglasses,Accessories,21.0,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8.0,Credit Card,Annually,168.0
1629,45,Male,Dress,Clothing,64.0,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7.0,Cash,Monthly,448.0
1630,35,Male,Blouse,Clothing,88.0,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13.0,Venmo,Quarterly,1144.0
1631,63,Male,Shoes,Footwear,48.0,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29.0,Venmo,Every 3 Months,1392.0
1632,65,Male,Sweater,Clothing,36.0,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7.0,Bank Transfer,Fortnightly,252.0
1633,35,Male,Gloves,Accessories,28.0,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50.0,Debit Card,Every 3 Months,1400.0
1634,54,Male,Socks,Clothing,80.0,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33.0,Debit Card,Bi-Weekly,2640.0
1635,28,Male,Coat,Outerwear,23.0,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30.0,Cash,Every 3 Months,690.0
1636,68,Male,Sunglasses,Accessories,24.0,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40.0,Cash,Annually,960.0
1637,58,Male,Boots,Footwear,22.0,North Dakota,L,Green,Fall,4.0,No,Credit Card,Free Shipping,Yes,Yes,49.0,Cash,Fortnightly,1078.0
1638,35,Male,Dress,Clothing,21.0,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32.0,Venmo,Fortnightly,672.0
1639,68,Male,Jacket,Outerwear,51.0,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18.0,Venmo,Weekly,918.0
1640,41,Male,Gloves,Accessories,65.0,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50.0,PayPal,Annually,3250.0
1641,65,Male,Scarf,Accessories,51.0,Tennessee,S,Magenta,Spring,4.0,No,Debit Card,2-Day Shipping,Yes,Yes,13.0,PayPal,Weekly,663.0
1642,50,Male,Hoodie,Clothing,32.0,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1.0,Bank Transfer,Every 3 Months,32.0
1643,18,Male,Coat,Outerwear,70.0,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16.0,PayPal,Fortnightly,1120.0
1644,38,Male,Scarf,Accessories,77.0,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6.0,PayPal,Monthly,462.0
1645,68,Male,Coat,Outerwear,90.0,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21.0,Debit Card,Monthly,1890.0
1646,53,Male,Scarf,Accessories,36.0,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36.0,Venmo,Every 3 Months,1296.0
1647,58,Male,Handbag,Accessories,77.0,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20.0,Bank Transfer,Every 3 Months,1540.0
1648,34,Male,Boots,Footwear,78.0,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8.0,Debit Card,Quarterly,624.0
1649,36,Male,Pants,Clothing,69.0,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22.0,Credit Card,Monthly,1518.0
1650,58,Male,T-shirt,Clothing,63.0,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3.0,Credit Card,Quarterly,189.0
1651,60,Male,Scarf,Accessories,36.0,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46.0,Credit Card,Fortnightly,1656.0
1652,59,Male,Coat,Outerwear,80.0,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42.0,Debit Card,Monthly,3360.0
1653,65,Male,Sweater,Clothing,35.0,New Mexico,M,Orange,Summer,4.0,No,Cash,Next Day Air,Yes,Yes,1.0,Bank Transfer,Fortnightly,35.0
1654,31,Male,Belt,Accessories,93.0,Colorado,L,Silver,Winter,3.0,No,Venmo,2-Day Shipping,Yes,Yes,29.0,Debit Card,Bi-Weekly,2697.0
1655,43,Male,Belt,Accessories,25.0,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14.0,Credit Card,Quarterly,350.0
1656,37,Male,Sweater,Clothing,81.0,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4.0,PayPal,Monthly,324.0
1657,21,Male,Blouse,Clothing,42.0,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41.0,PayPal,Every 3 Months,1722.0
1658,69,Male,Skirt,Clothing,36.0,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4.0,Debit Card,Bi-Weekly,144.0
1659,32,Male,Jewelry,Accessories,66.0,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47.0,Cash,Weekly,3102.0
1660,53,Male,Gloves,Accessories,37.0,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44.0,Venmo,Annually,1628.0
1661,59,Male,T-shirt,Clothing,45.0,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37.0,Venmo,Monthly,1665.0
1662,64,Male,Gloves,Accessories,86.0,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21.0,Debit Card,Quarterly,1806.0
1663,63,Male,Sunglasses,Accessories,24.0,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46.0,Debit Card,Fortnightly,1104.0
1664,43,Male,Shirt,Clothing,22.0,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1.0,Cash,Bi-Weekly,22.0
1665,19,Male,Handbag,Accessories,53.0,Minnesota,M,Purple,Spring,5.0,No,PayPal,Next Day Air,Yes,Yes,35.0,PayPal,Weekly,1855.0
1666,40,Male,Jacket,Outerwear,41.0,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49.0,Venmo,Monthly,2009.0
1667,51,Male,Skirt,Clothing,64.0,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47.0,PayPal,Annually,3008.0
1668,51,Male,Handbag,Accessories,40.0,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24.0,Bank Transfer,Every 3 Months,960.0
1669,66,Male,Blouse,Clothing,33.0,Utah,L,Charcoal,Summer,4.0,No,Credit Card,Standard,Yes,Yes,28.0,Debit Card,Fortnightly,924.0
1670,42,Male,T-shirt,Clothing,59.0,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22.0,Bank Transfer,Quarterly,1298.0
1671,22,Male,Pants,Clothing,73.0,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20.0,Cash,Weekly,1460.0
1672,31,Male,Hoodie,Clothing,22.0,Utah,M,Olive,Winter,4.0,No,PayPal,Free Shipping,Yes,Yes,25.0,Bank Transfer,Weekly,550.0
1673,18,Male,Boots,Footwear,73.0,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15.0,Venmo,Quarterly,1095.0
1674,21,Male,Blouse,Clothing,62.0,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49.0,Venmo,Bi-Weekly,3038.0
1675,35,Male,Coat,Outerwear,56.0,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10.0,Debit Card,Fortnightly,560.0
1676,35,Male,Pants,Clothing,90.0,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21.0,Credit Card,Annually,1890.0
1677,27,Male,Sunglasses,Accessories,44.0,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34.0,Bank Transfer,Weekly,1496.0
1678,65,Male,Jeans,Clothing,35.0,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41.0,Debit Card,Weekly,1435.0
1679,41,Male,Pants,Clothing,71.0,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30.0,Venmo,Fortnightly,2130.0
1680,60,Male,Dress,Clothing,52.0,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24.0,Debit Card,Bi-Weekly,1248.0
1681,61,Male,Shoes,Footwear,37.0,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6.0,Credit Card,Annually,222.0
1682,24,Male,Sneakers,Footwear,95.0,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14.0,Credit Card,Bi-Weekly,1330.0
1683,65,Male,Socks,Clothing,97.0,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37.0,Credit Card,Bi-Weekly,3589.0
1684,23,Male,Coat,Outerwear,57.0,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37.0,Venmo,Quarterly,2109.0
1685,30,Male,Shirt,Clothing,93.0,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28.0,PayPal,Weekly,2604.0
1686,33,Male,Blouse,Clothing,48.0,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43.0,PayPal,Bi-Weekly,2064.0
1687,22,Male,Gloves,Accessories,75.0,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25.0,Cash,Annually,1875.0
1688,67,Male,Skirt,Clothing,70.0,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4.0,PayPal,Annually,280.0
1689,28,Male,Handbag,Accessories,26.0,Mississippi,S,Peach,Winter,3.0,No,Credit Card,Next Day Air,No,No,13.0,Venmo,Fortnightly,338.0
1690,32,Male,Shirt,Clothing,73.0,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32.0,Bank Transfer,Monthly,2336.0
1691,40,Male,Coat,Outerwear,30.0,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1.0,Cash,Annually,30.0
1692,64,Male,Shoes,Footwear,61.0,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4.0,Cash,Annually,244.0
1693,56,Male,Handbag,Accessories,75.0,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33.0,Cash,Bi-Weekly,2475.0
1694,63,Male,Jacket,Outerwear,88.0,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45.0,Bank Transfer,Fortnightly,3960.0
1695,20,Male,Shirt,Clothing,67.0,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20.0,Debit Card,Fortnightly,1340.0
1696,54,Male,Hat,Accessories,95.0,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1.0,PayPal,Fortnightly,95.0
1697,31,Male,Sunglasses,Accessories,69.0,West Virginia,S,Turquoise,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,7.0,Credit Card,Bi-Weekly,483.0
1698,36,Male,Shirt,Clothing,87.0,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48.0,Credit Card,Every 3 Months,4176.0
1699,25,Male,Belt,Accessories,41.0,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46.0,Bank Transfer,Quarterly,1886.0
1700,20,Male,Sweater,Clothing,67.0,North Dakota,L,Teal,Spring,4.0,No,Bank Transfer,Free Shipping,No,No,34.0,Debit Card,Annually,2278.0
1701,62,Male,Hoodie,Clothing,70.0,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36.0,Bank Transfer,Monthly,2520.0
1702,69,Male,Handbag,Accessories,41.0,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44.0,Debit Card,Every 3 Months,1804.0
1703,54,Male,Jeans,Clothing,83.0,Alabama,XL,Yellow,Summer,5.0,No,Debit Card,Express,No,No,48.0,Bank Transfer,Weekly,3984.0
1704,39,Male,Backpack,Accessories,22.0,California,M,Black,Spring,4.0,No,Venmo,Next Day Air,No,No,12.0,Bank Transfer,Annually,264.0
1705,56,Male,Sneakers,Footwear,20.0,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19.0,Cash,Every 3 Months,380.0
1706,39,Male,Jewelry,Accessories,29.0,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49.0,Venmo,Bi-Weekly,1421.0
1707,37,Male,Sunglasses,Accessories,87.0,North Dakota,M,Brown,Spring,3.0,No,Credit Card,Standard,No,No,25.0,Venmo,Fortnightly,2175.0
1708,25,Male,Shorts,Clothing,81.0,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25.0,Cash,Bi-Weekly,2025.0
1709,35,Male,Boots,Footwear,58.0,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1.0,Credit Card,Quarterly,58.0
1710,45,Male,Skirt,Clothing,83.0,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19.0,Bank Transfer,Annually,1577.0
1711,19,Male,Pants,Clothing,59.0,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7.0,Credit Card,Quarterly,413.0
1712,21,Male,T-shirt,Clothing,93.0,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19.0,Credit Card,Monthly,1767.0
1713,65,Male,T-shirt,Clothing,87.0,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9.0,Cash,Fortnightly,783.0
1714,49,Male,Jacket,Outerwear,22.0,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37.0,PayPal,Quarterly,814.0
1715,30,Male,Jeans,Clothing,71.0,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15.0,Cash,Monthly,1065.0
